"store";"websites";"attribute_set";"categories";"type";"sku";"meta_title";"name";"meta_description";price;"description";"short_description";"image";"tuup";"status";"tax_class_id";"unit_quantity";"manufacturer";"visibility";"meta_keyword";is_in_stock;pant;"ean";"axapta_code";"tax_value";"unit_id"
"admin";"base";"Jungent";"marjad ja moosid/Pure";"simple";"240099";"''";"PURE karamellikreem  950 g";"''"; 000002.15;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"4";"Pure";"Catalog";"''"; 1; 00.00;"4750145005991";"240099";"20";"tk"
"admin";"base";"Jungent";"marjad ja moosid/Pure";"simple";"242699";"''";"PURE tomatiketšup Classic 500g";"''"; 000000.98;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"10";"Pure";"Catalog";"''"; 1; 00.00;"4750145003584";"242699";"20";"tk"
"admin";"base";"Jungent";"marjad ja moosid/Pure";"simple";"244699";"''";"PURE mustikatrühvlid 110 g";"''"; 000001.71;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"10";"Pure";"Catalog";"''"; 1; 00.00;"4751011191220";"244699";"20";"tk"
"admin";"base";"Jungent";"marjad ja moosid/Pure";"simple";"244799";"''";"PURE kirsitrühvlid 110 g";"''"; 000001.71;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"10";"Pure";"Catalog";"''"; 1; 00.00;"4751011191190";"244799";"20";"tk"
"admin";"base";"Jungent";"kohv/Kohvitopsid Merrild ja Piazza dOro kujundusega";"simple";"259799";"''";"Piazza dOro kohvitopsikaas 250ml";"''"; 000004.28;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"100tk*10 toru";"Merrild";"Catalog";"''"; 0; 00.00;"6410600012077";"259799";"20";"Tk"
"admin";"base";"Jungent";"snack/Pähklid kotis Felix";"simple";"310199";"''";"FELIX Pistaatsiapähklid 80g kotis";"''"; 000001.10;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"10tk*80g";"Felix";"Catalog";"''"; 1; 00.00;"5900571001305";"310199";"20";"Tk"
"admin";"base";"Jungent";"snack/Pähklid kotis Felix";"simple";"310499";"''";"FELIX Maapähklid 90g kotis";"''"; 000000.37;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"25tk*90g";"Felix";"Catalog";"''"; 1; 00.00;"5900571700031";"310499";"20";"Tk"
"admin";"base";"Jungent";"snack/Pähklid purgis Felix 120g";"simple";"310599";"''";"FELIX Maapähklid 120g purgiga";"''"; 000000.73;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12tk*135g";"Felix";"Catalog";"''"; 1; 00.00;"5900571700017";"310599";"20";"Tk"
"admin";"base";"Jungent";"snack/Pähklid purgis Felix 120g";"simple";"310699";"''";"FELIX Maapähklid paprikaga 120g purgis";"''"; 000000.80;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12tk*135g";"Felix";"Catalog";"''"; 1; 00.00;"5900571700123";"310699";"20";"Tk"
"admin";"base";"Jungent";"snack/Pähklid purgis Felix 120g";"simple";"310799";"''";"FELIX Maapähklid meega 120g purgis";"''"; 000000.80;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12tk*135g";"Felix";"Catalog";"''"; 1; 00.00;"5900571700116";"310799";"20";"Tk"
"admin";"base";"Jungent";"snack/Pähklid kotis Felix";"simple";"310899";"''";"FELIX Krõbeda kattega maapähklid sibulaga 70g kotis";"''"; 000000.36;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12tk*70g";"Felix";"Catalog";"''"; 1; 00.00;"5900571006058";"310899";"20";"Tk"
"admin";"base";"Jungent";"snack/Pähklid kotis Felix";"simple";"310999";"''";"FELIX Krõbeda kattega maapähklid paprikaga 70g kotis";"''"; 000000.36;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12tk*70g";"Felix";"Catalog";"''"; 1; 00.00;"5900571001312";"310999";"20";"Tk"
