"store";"websites";"attribute_set";"categories";"type";"sku";"meta_title";"name";"meta_description";price;"description";"short_description";"image";"tuup";"status";"tax_class_id";"unit_quantity";"manufacturer";"visibility";"meta_keyword";is_in_stock;pant;"ean";"axapta_code";"tax_value";"unit_id"
"admin";"base";"Jungent";"kiirtoit/Kiirtoidu lisatarvikud";"simple";"132099";"''";"French hot dog tasku 180x100 mm ( müük kastiga)";"''"; 000018.85;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"jahutuskapp (+2 ..+6)";"Enabled";"Taxable Goods";"1";"Sibylla";"Catalog";"''"; 0; 00.00;"0";"132099";"20";"tk"
"admin";"base";"Jungent";"kiirtoit/Kiirtoidu lihatooted Foodworks               UUS!!!!!";"simple";"140499";"''";"Cordon Bleu, juustu ja singiga täidetud kanafilee (eelküpsetatud) 120g";"''"; 000075.24;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"1";"Foodworks";"Catalog";"''"; 0; 00.00;"402554548360";"140499";"20";"Kast"
"admin";"base";"Jungent";"kohv/Kohvioad Merrild";"simple";"258499";"''";"MERRILD Cafe Noir UTZ kohviuba 1kg";"''"; 000015.91;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"6tk*1 kg";"Merrild";"Catalog";"''"; 1; 00.00;"5701037026050";"258499";"20";"Tk"
"admin";"base";"Jungent";"kohv/Filterkohvid Merrild HoReCa";"simple";"259599";"''";"MERRILD Cafe Mocca Dark filterkohvi 200g";"''"; 000002.49;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"40tk*200g";"Merrild";"Catalog";"''"; 1; 00.00;"5701037115549";"259599";"20";"Tk"
"admin";"base";"Jungent";"kohv/Kohv ja kakao automaatmasinasse Cafitesse - Sügavkülmutatud";"simple";"255499";"''";"Douwe Egberts Café Noir Liquid Coffee ekstrakt 2L";"''"; 000044.10;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"2tk*2L";"Merrild";"Catalog";"''"; 1; 00.00;"0";"255499";"20";"Tk"
"admin";"base";"Jungent";"snack/Pähklid purgis Felix 120g";"simple";"310599";"''";"FELIX Maapähklid 120g purgis";"''"; 000000.64;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12tk*135g";"Felix";"Catalog";"''"; 1; 00.00;"0";"310599";"20";"Tk"
"admin";"base";"Jungent";"snack/Mivina";"simple";"442199";"''";"MIVINA Püree pakk koore 37g";"''"; 000000.26;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"100";"Mivina";"Catalog";"''"; 0; 00.00;"4820077250087";"442199";"20";"tk"
"admin";"base";"Jungent";"kartulitooted/Friikartulid Lambweston";"simple";"590399";"''";"Friikartulid Fast Track 90 sek 10x10mm";"''"; 000003.40;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"4";"LambWeston";"Catalog";"''"; 1; 00.00;"8711571048194";"590399";"20";"tk"
"admin";"base";"Jungent";"kartulitooted/Friikartulid Lambweston";"simple";"590199";"''";"Friikartulid Private Reserve 9x9mm";"''"; 000003.50;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"4";"LambWeston";"Catalog";"''"; 1; 00.00;"8711571064064";"590199";"20";"tk"
"admin";"base";"Jungent";"kartulitooted/Muud kartulitooted Lambweston";"simple";"591999";"''";"Kartulipallid (pommes noisettes) 2,5kg";"''"; 000004.60;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"4";"LambWeston";"Catalog";"''"; 1; 00.00;"8711571014168";"591999";"20";"tk"
"admin";"base";"Jungent";"kartulitooted/Muud kartulitooted Lambweston";"simple";"592099";"''";"Kartulipüree (homestyle mash) 2,5kg";"''"; 000004.60;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"4";"LambWeston";"Catalog";"''"; 1; 00.00;"8711571010238";"592099";"20";"tk"
"admin";"base";"Jungent";"kartulitooted/Friikartulid Lambweston";"simple";"590499";"''";"Friikartulid Fast Track 90 sek sakilised 11x11";"''"; 000003.75;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"4";"LambWeston";"Catalog";"''"; 1; 00.00;"8711571005265";"590499";"20";"tk"
"admin";"base";"Jungent";"kartulitooted/LambWeston";"simple";"593299";"''";"Kartulispiraalid maitsestatud 2,5kg";"''"; 000005.50;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"4";"LambWeston";"Catalog";"''"; 1; 00.00;"8711571004725";"593299";"20";"tk"
"admin";"base";"Jungent";"kartulitooted/Friikartulid Lambweston";"simple";"590099";"''";"Friikartulid Triumph paneeringuga 6x6mm";"''"; 000003.10;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"4";"LambWeston";"Catalog";"''"; 1; 00.00;"8710814201952";"590099";"20";"tk"
"admin";"base";"Jungent";"kartulitooted/Muud kartulitooted Lambweston";"simple";"590599";"''";"Kartulisektorid koorega (wedges skin on) 2,5kg";"''"; 000003.90;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"4";"LambWeston";"Catalog";"''"; 1; 00.00;"8711571023122";"590599";"20";"tk"
