"store";"websites";"attribute_set";"categories";"type";"sku";"meta_title";"name";"meta_description";price;"description";"short_description";"image";"tuup";"status";"tax_class_id";"unit_quantity";"manufacturer";"visibility";"meta_keyword";is_in_stock;pant;"ean";"axapta_code";"tax_value";"unit_id"
"admin";"base";"Jungent";"gourmet - singid. oliivid. salaamid/Lihatooted Elpozo";"simple";"350299";"''";"Elpozo Salchichón Extra ""All Natural"" 100g UUS!";"''"; 000001.59;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"jahutuskapp (+2 - +6)";"Enabled";"Taxable Goods";"13tk*100g";"Elpozo";"Catalog";"''"; 0; 00.00;"8410843059172";"350299";"20";"Tk"
"admin";"base";"Jungent";"gourmet - singid. oliivid. salaamid/Lihatooted Elpozo";"simple";"350999";"''";"Elpozo Chorizo Campesino Picante 200g";"''"; 000002.05;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"jahutuskapp (+2 - +6)";"Enabled";"Taxable Goods";"15tk* 200g";"Elpozo";"Catalog";"''"; 0; 00.00;"8410843079385";"350999";"20";"Tk"
"admin";"base";"Jungent";"gourmet - singid. oliivid. salaamid/Lihatooted Elpozo";"simple";"351199";"''";"Serrano sink (viilutatud) 100g";"''"; 000002.23;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"jahutuskapp (+2 - +6)";"Enabled";"Taxable Goods";"15tk*100g";"Elpozo";"Catalog";"''"; 0; 00.00;"8410843078814";"351199";"20";"tk"
"admin";"base";"Jungent";"mahl/Mahlad ja nektarid Cido 1L";"simple";"422199";"''";"CIDO XL Mitme puuvilja nektar 50% 1,5L";"''"; 000000.85;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"8";"Cido";"Catalog";"''"; 1; 00.00;"0";"422199";"20";"tk"
"admin";"base";"Jungent";"mineraalvesi/Mineraalvesi Nabeghlavi";"simple";"210344";"''";"Nabeghlavi 1L natur.mineraalvesi";"''"; 000000.83;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"9*L";"Nabeghlavi";"Catalog";"''"; 0; 00.33;"4865602000027";"210344";"20";"Pudel"
"admin";"base";"Jungent";"alkohol ja kali/Kali";"simple";"200044";"''";"Kali Khlebny Kray Traditional 1,5L (pl.pdl) (kali)";"''"; 000000.96;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"9tk*1,5L";"Khlebny Kray";"Catalog";"''"; 0; 00.33;"4600682477150";"200044";"20";"Pudel"
"admin";"base";"Jungent";"tordid ja koogid/Tordid Delicato";"simple";"530999";"''";"Šokolaaditort Lyx 1600g";"''"; 000017.10;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"3tk";"Delicato";"Catalog";"''"; 0; 00.00;"7315360011867";"530999";"20";"tk"
"admin";"base";"Jungent";"gourmet - singid. oliivid. salaamid/Oliivid Serpis";"simple";"560799";"''";"Serpis rohelised oliivid kivita, klaaspurk 340g";"''"; 000001.18;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Disabled";"Taxable Goods";"12";"Serpis";"Catalog";"''"; 0; 00.00;"8410344201766";"560799";"20";"Tk"
"admin";"base";"Jungent";"köögiviljad/Bonduelle Konserv Väike";"simple";"570099";"''";"Bonduelle mais ja hernes 425ml";"''"; 000000.69;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Bonduelle";"Catalog";"''"; 1; 00.00;"3083680727006";"570099";"20";"tk"
"admin";"base";"Jungent";"köögiviljad/Bonduelle Konserv Väike";"simple";"570199";"''";"Bonduelle Herned konserv 850ml (p.kaal 530g)";"''"; 000001.16;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Bonduelle";"Catalog";"''"; 1; 00.00;"3083680004275";"570199";"20";"tk"
"admin";"base";"Jungent";"köögiviljad/Bonduelle Konserv Väike";"simple";"570299";"''";"Bonduelle Herned (klaas) konserv 720ml (p.kaal 465g)";"''"; 000001.00;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"6";"Bonduelle";"Catalog";"''"; 1; 00.00;"3083680613415";"570299";"20";"tk"
"admin";"base";"Jungent";"köögiviljad/Bonduelle Konserv Väike";"simple";"570399";"''";"Bonduelle Herned konserv 425 ml";"''"; 000000.70;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Bonduelle";"Catalog";"''"; 1; 00.00;"3083680047364";"570399";"20";"tk"
"admin";"base";"Jungent";"köögiviljad/Bonduelle Konserv Väike";"simple";"570499";"''";"Bonduelle Magus mais konserv 425ml (p.kaal 285g)";"''"; 000000.69;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Bonduelle";"Catalog";"''"; 1; 00.00;"3083680025881";"570499";"20";"tk"
"admin";"base";"Jungent";"köögiviljad/Bonduelle Konserv Väike";"simple";"570799";"''";"Bonduelle väikesed rohelised herned 425ml (p.kaal 280g)";"''"; 000000.99;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Bonduelle";"Catalog";"''"; 1; 00.00;"3083680004053";"570799";"20";"tk"
