"store";"websites";"attribute_set";"categories";"type";"sku";"meta_title";"name";"meta_description";price;"description";"short_description";"image";"tuup";"status";"tax_class_id";"unit_quantity";"manufacturer";"visibility";"meta_keyword";is_in_stock;pant;"ean";"axapta_code";"tax_value";"unit_id"
"admin";"base";"Jungent";"kiirtoit/Kiirtoidu kastmed ja salatid";"simple";"135599";"''";"Felix sinep 2,5kg";"''"; 000005.60;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"jahutuskaup (+2 - +6)";"Enabled";"Taxable Goods";"4tk";"Felix";"Catalog";"''"; 1; 00.00;"7310241084657";"135599";"20";"Tk"
"admin";"base";"Jungent";"kiirtoit/Kiirtoidu kastmed ja salatid";"simple";"135899";"''";"Felix kõrvitsasalat paprikaga (ribastatud) 3,2kg";"''"; 000005.30;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"6tk";"Felix";"Catalog";"''"; 1; 00.00;"4740029043041";"135899";"20";"Tk"
"admin";"base";"Jungent";"lemmikloomatooted/Kassitoit kuiv";"simple";"195899";"''";"KITEKAT 1,8kg kanaliha-köögivilja kuiv";"''"; 000002.66;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"6";"Kitekat";"Catalog";"''"; 1; 00.00;"5900951137884";"195899";"20";"tk"
"admin";"base";"Jungent";"kohv/Merrild";"simple";"250299";"''";"MERRILD 250g Espresso";"''"; 000002.35;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"25";"Merrild";"Catalog";"''"; 1; 00.00;"5701037011339";"250299";"20";"Tk"
"admin";"base";"Jungent";"alkohol ja kali/õlu";"simple";"111444";"''";"Nevskoe Svetloye Beer 0,5l alc.4,6% pdl ( hele lager)";"''"; 000000.72;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"20tk*0,5L";"Nevskoe";"Catalog";"''"; 0; 00.66;"4600682301011";"111444";"20";"Pudel"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"500999";"''";"DILMAH tag. tbags Black 25/1,5g/12";"''"; 000000.98;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"24";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631119886";"500999";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"501099";"''";"DILMAH tag. tbags Black 50/1,5g/12";"''"; 000001.65;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631119893";"501099";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"501299";"''";"DILMAH tgless.tbags 30/1,5g/24";"''"; 000000.75;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"24";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631107210";"501299";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"501399";"''";"DILMAH tgless.tbags 100/1,5g/24";"''"; 000002.45;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"24";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631106619";"501399";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"502599";"''";"DILMAH 25/1,5g/24 Blackcurrant tag.tbag";"''"; 000000.98;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"24";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631123593";"502599";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"503099";"''";"DILMAH 20/1,5g/12 Blackcurrant tag.tbag";"''"; 000001.13;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631142051";"503099";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"503399";"''";"DILMAH 20/1,5g/12 Earl Grey tag.tbag";"''"; 000001.13;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631142105";"503399";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"503499";"''";"DILMAH 20/1,5g/12 Lemon tag.tbag";"''"; 000001.13;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631142129";"503499";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"503599";"''";"DILMAH 20/1,5g/12 Raspberry tag.tbag";"''"; 000001.13;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631142211";"503599";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"503699";"''";"DILMAH 20/1,5g/12 Peach tag.tbag";"''"; 000001.13;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631142259";"503699";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"503799";"''";"DILMAH 20/1,5g/12 Mint tag.tbag";"''"; 000001.13;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631142174";"503799";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"503899";"''";"DILMAH 20/1,5g/12 Caramel tag.tbag";"''"; 000001.13;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631142075";"503899";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"504099";"''";"DILMAH 20/1,5g/12 Lemon&Lime tag.tbag";"''"; 000001.13;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631142136";"504099";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"504399";"''";"DILMAH 20/1,5g/12 Blueberry&Vanilla tag.tbag";"''"; 000001.13;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631142068";"504399";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"504599";"''";"DILMAH 25/1,5g/24 Cinnamon spice tea tag.tbag";"''"; 000000.98;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"24";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631127553";"504599";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"504699";"''";"DILMAH 20/1,5g/12 Ginger&Honey tag.tbag";"''"; 000001.13;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631142112";"504699";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"507499";"''";"DILMAH Exc. 20/2g/6 Rose with French vanilla tbag";"''"; 000001.34;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"6";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631140361";"507499";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"507599";"''";"DILMAH Exc. 20/2g/6 Peppermint&English toffee tbag";"''"; 000001.34;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"6";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631140385";"507599";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"507699";"''";"DILMAH Exc. 20/2g/6 Arabian mint with honey tbag";"''"; 000001.34;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"6";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631140392";"507699";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"507799";"''";"DILMAH Exc. 20/2g/6 Berry sensation tbag";"''"; 000001.34;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"6";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631140408";"507799";"20";"Tk"
"admin";"base";"Jungent";"kakao ja tee/Dilmah tee pakk";"simple";"507899";"''";"DILMAH Exc. 20/2g/6 Lively lime&orange fusion tbag";"''"; 000001.34;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"6";"Dilmah";"Catalog";"''"; 1; 00.00;"9312631140415";"507899";"20";"Tk"
