"store";"websites";"attribute_set";"categories";"type";"sku";"meta_title";"name";"meta_description";price;"description";"short_description";"image";"tuup";"status";"tax_class_id";"unit_quantity";"manufacturer";"visibility";"meta_keyword";is_in_stock;pant;"ean";"axapta_code";"tax_value";"unit_id"
"admin";"base";"Jungent";"maiustused/Mentos";"simple";"34699";"''";"MENTOS Rainbow Jap 16x12tk";"''"; 000000.31;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"192";"Mentos";"Catalog";"''"; 1; 00.00;"45044007";"34699";"20";"tk"
"admin";"base";"Jungent";"pagaritooted/Valmispagaritooted Mantinga,mantinga/Valmispagaritooted Mantinga";"simple";"126099";"''";"Berliner moosipall mustika 85g (eraldi pakitu)";"''"; 000000.35;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"18";"Mantinga";"Catalog";"''"; 0; 00.00;"4771033001918";"126099";"20";"Tk"
"admin";"base";"Jungent";"lemmikloomatooted/Kitekat Märg";"simple";"186499";"''";"KiteKat kiisueine 4-pakk tarrendis 4*100g";"''"; 000000.91;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"13";"Kitekat";"Catalog";"''"; 1; 00.00;"5900951125614";"186499";"20";"tk"
"admin";"base";"Jungent";"pizza/Pizza";"simple";"301499";"''";"PIZZA RISTORANTE Tonno tuunikalaga 340g";"''"; 000001.73;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"7";"DrOetker";"Catalog";"''"; 0; 00.00;"5900437164809";"301499";"20";"Tk"
"admin";"base";"Jungent";"pizza/Pizza";"simple";"301599";"''";"MINI PIZZAD juustu ja tomatiga 255g Dr.OETKER";"''"; 000001.73;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"14";"DrOetker";"Catalog";"''"; 0; 00.00;"5900437403113";"301599";"20";"Tk"
"admin";"base";"Jungent";"pizza/Pizza";"simple";"301699";"''";"MINI PIZZAD juustu ja singiga 270g Dr.OETKER";"''"; 000001.73;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Enabled";"Taxable Goods";"14";"DrOetker";"Catalog";"''"; 0; 00.00;"5900437403120";"301699";"20";"Tk"
"admin";"base";"Jungent";"snack/Pähklid kotis Felix";"simple";"310199";"''";"FELIX Pistaatsiapähklid 80g kotis";"''"; 000001.10;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"10tk*80g";"Felix";"Catalog";"''"; 1; 00.00;"5900571001305";"310199";"20";"Tk"
"admin";"base";"Jungent";"snack/Pähklid kotis Felix";"simple";"310899";"''";"FELIX Krõbeda kattega maapähklid sibulaga 70g kotis";"''"; 000000.36;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12tk*70g";"Felix";"Catalog";"''"; 1; 00.00;"5900571006058";"310899";"20";"Tk"
"admin";"base";"Jungent";"gourmet - singid oliivid salaamid/Lihatooted Elpozo";"simple";"350399";"''";"Serrano sink kondita 5,5kg (kg hind)";"''"; 000015.58;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"jahutuskaup (+2 - +6)";"Enabled";"Taxable Goods";"1tk*5,5kg";"Elpozo";"Catalog";"''"; 1; 00.00;"0";"350399";"20";"Kg"
"admin";"base";"Jungent";"gourmet - singid oliivid salaamid/Lihatooted Elpozo";"simple";"350699";"''";"Elpozo Fuet salami Nobleza 225g";"''"; 000001.70;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"jahutuskaup (+2 - +6)";"Enabled";"Taxable Goods";"18*225g";"Elpozo";"Catalog";"''"; 1; 00.00;"8410843032243";"350699";"20";"tk"
"admin";"base";"Jungent";"gourmet - singid oliivid salaamid/Lihatooted Elpozo";"simple";"351399";"''";"Fuetec salaami vorstikang 170g";"''"; 000001.78;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"jahutuskaup (+2 - +6)";"Enabled";"Taxable Goods";"18tk*170g";"Elpozo";"Catalog";"''"; 1; 00.00;"8410843079613";"351399";"20";"tk"
"admin";"base";"Jungent";"kiirtoit/Mivina";"simple";"445399";"''";"MIVINA Nuudlid tops juustu-sibula 60g";"''"; 000000.37;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Mivina";"Catalog";"''"; 0; 00.00;"4820048610629";"445399";"20";"tk"
"admin";"base";"Jungent";"kakao ja tee/Roheline purutee Dilmah";"simple";"502299";"''";"Dilmah ""T"" Peppermint 100g";"''"; 000006.26;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12tk*100g";"Dilmah";"Catalog";"''"; 0; 00.00;"0";"502299";"20";"Tk"
"admin";"base";"Jungent";"hügieenitarbed/Colgate Hambahari";"simple";"628599";"''";"COLGATE HH Total Pro Gum Health medium";"''"; 000002.00;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12";"Colgate";"Catalog";"''"; 0; 00.00;"8714789698120";"628599";"20";"tk"
