store;websites;attribute_set;categories;type;sku;name;price;description;short_description;image;is_in_stock;disabled;status;tax_class_id;visibility;unit_quantity;manufacturer;tuup;axapta_code;tax_value
admin;base;Jungent;MOOS;simple;240099;PURE karamellikreem  950 g; 000002.15;kirjeldus;kirjeldus;http://tellimine.jungent.ee/images/noimage.png;1;No;Lubatud;Taxable Goods;Kataloog;;PURE;tavakaup;4,75015E+12;20
