"store";"websites";"attribute_set";"categories";"type";"sku";"meta_title";"name";"meta_description";price;"description";"short_description";"image";"tuup";"status";"tax_class_id";"unit_quantity";"manufacturer";"visibility";"meta_keyword";is_in_stock;pant;"ean";"axapta_code";"tax_value";"unit_id"
"admin";"base";"Jungent";"maiustused/Chupa Näts";"simple";"23599";"''";"CH CH Bubbly Gum Madagaskar 22,5g";"''"; 000000.22;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"384";"Chupa";"Catalog";"''"; 0; 00.00;"0";"23599";"20";"tk"
"admin";"base";"Jungent";"maiustused/Mentos";"simple";"33499";"''";"Mentos Ice Gum Ice Mint 17g";"''"; 000000.31;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Disabled";"Taxable Goods";"225";"Mentos";"Catalog";"''"; 0; 00.00;"80713920";"33499";"20";"tk"
"admin";"base";"Jungent";"maiustused/Mentos";"simple";"34099";"''";"MENTOS Aqua Kiss Fresh Mint närimiskumm 24,3g";"''"; 000000.61;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Disabled";"Taxable Goods";"180";"Mentos";"Catalog";"''"; 0; 00.00;"80748960";"34099";"20";"tk"
"admin";"base";"Jungent";"maiustused/Mentos";"simple";"31199";"''";"MENTOS Apple mix 38g";"''"; 000000.31;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Disabled";"Taxable Goods";"320";"Mentos";"Catalog";"''"; 0; 00.00;"87108057";"31199";"20";"tk"
"admin";"base";"Jungent";"maiustused/Mentos";"simple";"34199";"''";"MENTOS Aqua Kiss Cranberry närimiskumm 24,3g";"''"; 000000.61;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Disabled";"Taxable Goods";"180";"Mentos";"Catalog";"''"; 0; 00.00;"80748823";"34199";"20";"tk"
"admin";"base";"Jungent";"maiustused/Mentos";"simple";"31699";"''";"MENTOS maasika-jogurti 20*37g";"''"; 000000.31;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Disabled";"Taxable Goods";"320";"Mentos";"Catalog";"''"; 0; 00.00;"87306378";"31699";"20";"tk"
"admin";"base";"Jungent";"maiustused/Mentos";"simple";"30199";"''";"MENTOS arbuus 20*38g";"''"; 000000.31;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Disabled";"Taxable Goods";"320";"Mentos";"Catalog";"''"; 0; 00.00;"87308280";"30199";"20";"tk"
"admin";"base";"Jungent";"mineraalvesi/Evian";"simple";"80099";"''";"EVIAN sportpudel 0,75l";"''"; 000000.79;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Disabled";"Taxable Goods";"12";"Evian";"Catalog";"''"; 0; 00.00;"3068320014067";"80099";"20";"tk"
"admin";"base";"Jungent";"mineraalvesi/Evian";"simple";"82899";"''";"EVIAN HAPPY 2010 0,75L PANT D";"''"; 000002.56;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Disabled";"Taxable Goods";"12";"Evian";"Catalog";"''"; 0; 00.66;"3068320102122";"82899";"20";"tk"
"admin";"base";"Jungent";"kohv/Löfbergs Lila 500G";"simple";"112499";"''";"LÖFBERGS kohviuba Kharisma keskmine röst 500g";"''"; 000005.25;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Disabled";"Taxable Goods";"8";"Löfbergs";"Catalog";"''"; 0; 00.00;"7310050004020";"112499";"20";"tk"
"admin";"base";"Jungent";"kohv/Löfbergs Lila Muu";"simple";"968199";"''";"Kaas termotopsile 230 ml 10*100.tk";"''"; 000002.56;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Disabled";"Taxable Goods";"10";"Löfbergs";"Catalog";"''"; 0; 00.00;"0";"968199";"20";"Tk"
"admin";"base";"Jungent";"pagaritooted/Mantinga sügavk. sai";"simple";"127099";"''";"Ciabatta singi ja maisiga 200g";"''"; 000000.76;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Disabled";"Taxable Goods";;"Mantinga";"Catalog";"''"; 0; 00.00;"4771033477423";"127099";"20";"Tk"
"admin";"base";"Jungent";"pagaritooted/Mantinga sügavk. sai";"simple";"122299";"''";"Tšeburek 130g";"''"; 000000.61;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Disabled";"Taxable Goods";"26";"Mantinga";"Catalog";"''"; 0; 00.00;"4771033446023";"122299";"20";"Tk"
"admin";"base";"Jungent";"pagaritooted/Mantinga sügavk. sai";"simple";"125499";"''";"Hamburgerisai seesamiga (2tk*82g) 164g";"''"; 000000.35;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Disabled";"Taxable Goods";"21";"Mantinga";"Catalog";"''"; 0; 00.00;"4771033001604";"125499";"20";"Tk"
"admin";"base";"Jungent";"pagaritooted/Mantinga sügavk. sai";"simple";"126899";"''";"Baguette vorsti ja šampinjonidega 180g (3tk)";"''"; 000001.07;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Disabled";"Taxable Goods";"10";"Mantinga";"Catalog";"''"; 0; 00.00;"4771033002021";"126899";"20";"Tk"
"admin";"base";"Jungent";"pagaritooted/Mantinga sügavk. sai";"simple";"126799";"''";"Baguette Mexicana liha ja paprikaga 180g (3tk)";"''"; 000001.07;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"sügavkülma tooted";"Disabled";"Taxable Goods";"10";"Mantinga";"Catalog";"''"; 0; 00.00;"4771033002038";"126799";"20";"Tk"
