"store";"websites";"attribute_set";"categories";"type";"sku";"meta_title";"name";"meta_description";price;"description";"short_description";"image";"tuup";"status";"tax_class_id";"unit_quantity";"manufacturer";"visibility";"meta_keyword";is_in_stock;pant;"ean";"axapta_code";"tax_value";"unit_id"
"admin";"base";"Jungent";"maiustused/Chupa Chups Melody";"simple";"27299";"''";"CH CH Surprise Multi Theme 6*16";"''"; 000000.41;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"96";"Chupa";"Catalog";"''"; 1; 00.00;"84194107";"27299";"20";"tk"
"admin";"base";"Jungent";"maiustused/Chupa Chups Melody";"simple";"29999";"''";"Melody Pops Maasika 6*48tk 15g";"''"; 000000.16;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"288";"Chupa";"Catalog";"''"; 0; 00.00;"84196842";"29999";"20";"tk"
"admin";"base";"Jungent";"maiustused/Chupa Chups Pulgakomm";"simple";"21699";"''";"CH CH Hello Kitty Poppy Rings 6x24";"''"; 000000.96;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"144";"Chupa";"Catalog";"''"; 1; 00.00;"84197474";"21699";"20";"tk"
"admin";"base";"Jungent";"maiustused/Fruittella";"simple";"34899";"''";"FRUITTELLA kummikommid Zoo Mania 70g";"''"; 000000.41;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"30";"Fruittella";"Catalog";"''"; 1; 00.00;"4602606004404";"34899";"20";"tk"
"admin";"base";"Jungent";"mineraalvesi/Mineraalvesi Evian";"simple";"81099";"''";"Evian 0,5L pet";"''"; 000000.51;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"24tk*0,5L";"Evian";"Catalog";"''"; 1; 00.33;"3068320055008";"81099";"20";"tk"
"admin";"base";"Jungent";"mineraalvesi/Mineraalvesi Evian";"simple";"81899";"''";"Evian 0,75L sport";"''"; 000000.89;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12tk*0,75L";"Evian";"Catalog";"''"; 1; 00.33;"3068320014067";"81899";"20";"tk"
"admin";"base";"Jungent";"mineraalvesi/Mineraalvesi Evian";"simple";"82199";"''";"Evian 1,5L pet";"''"; 000000.96;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"6tk*1,5L";"Evian";"Catalog";"''"; 1; 00.33;"3068320085005";"82199";"20";"tk"
"admin";"base";"Jungent";"mineraalvesi/Mineraalvesi Evian";"simple";"82299";"''";"Evian 1L pet";"''"; 000004.69;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"6tk*1L";"Evian";"Catalog";"''"; 1; 01.98;"3068320011707";"82299";"20";"tk"
"admin";"base";"Jungent";"mineraalvesi/Mineraalvesi (gaseeritud) Badoit";"simple";"82599";"''";"Badoit 0,75L klaas";"''"; 000001.44;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"12tk*0,75L";"Badoit";"Catalog";"''"; 1; 00.66;"3068320171005";"82599";"20";"tk"
"admin";"base";"Jungent";"mineraalvesi/Mineraalvesi (gaseeritud) Badoit";"simple";"82699";"''";"Badoit 0,33 klaas";"''"; 000000.98;"kirjeldus";"lühikirjeldus";"http://tellimine.jungent.ee/images/noimage.png";"tavakaup";"Enabled";"Taxable Goods";"20tk*0,33L";"Badoit";"Catalog";"''"; 1; 00.66;"3068320101637";"82699";"20";"tk"
