"Product Id","Product Name",SKU,"Ordered Count","Item Price","Item Total"
1,"Evian 0,33L klaaspudelis",85599,18.0000,10.0000,180.0000
6,"Coll Test Product",45465,10.0000,99.0000,990.0000
